Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
BI C en 309,14/02/2022,08:30 AM,,10:00 AM,FALSE,309,
BI C en 309,14/02/2022,10:30 AM,,12:00 PM,FALSE,309,
BI TP en 105,14/02/2022,01:30 PM,,03:00 PM,FALSE,105,
BI TP en 105,14/02/2022,03:15 PM,,04:45 PM,FALSE,105,
MINING C en 309,15/02/2022,08:30 AM,,10:00 AM,FALSE,309,
LANGUE 2 (S2) TD en 103 107 110 112 303 304 305 306 307 308,15/02/2022,10:30 AM,,12:00 PM,FALSE,103 107 110 112 303 304 305 306 307 308,
MINING TD en 203,15/02/2022,01:30 PM,,03:00 PM,FALSE,203,
ANGLAIS (S2) TD en 305,15/02/2022,03:15 PM,,04:45 PM,FALSE,305,
BIG DATA C en 309,16/02/2022,08:30 AM,,10:00 AM,FALSE,309,
BIG DATA C en 309,16/02/2022,10:30 AM,,12:00 PM,FALSE,309,
PROJET en 219 302,16/02/2022,01:30 PM,,03:00 PM,FALSE,219 302,
PROJET en 219 302,16/02/2022,03:15 PM,,04:45 PM,FALSE,219 302,
PROJET Point conduite du en 110 112,17/02/2022,08:30 AM,,10:00 AM,FALSE,110 112,
PROJET Point conduite du en 110 112,17/02/2022,10:30 AM,,12:00 PM,FALSE,110 112,
Réunion délégués en Teams,17/02/2022,05:00 PM,,06:30 PM,FALSE,Teams,
PROJET Point conduite du en 110 112,18/02/2022,08:30 AM,,10:00 AM,FALSE,110 112,
PROJET Point conduite du en 110 112,18/02/2022,10:30 AM,,12:00 PM,FALSE,110 112,
NoSQL TP en 103,18/02/2022,01:30 PM,,03:00 PM,FALSE,103,
NoSQL TP en 103,18/02/2022,03:15 PM,,04:45 PM,FALSE,103,
VACANCES SCOLAIRES en 0,21/02/2022,08:30 AM,,10:00 AM,FALSE,0,
VACANCES SCOLAIRES en 0,21/02/2022,10:30 AM,,12:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,21/02/2022,12:00 PM,,01:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,21/02/2022,01:30 PM,,03:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,21/02/2022,03:15 PM,,04:45 PM,FALSE,0,
VACANCES SCOLAIRES en 0,21/02/2022,05:00 PM,,06:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,08:30 AM,,10:00 AM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,10:30 AM,,12:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,12:00 PM,,01:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,01:30 PM,,03:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,03:15 PM,,04:45 PM,FALSE,0,
VACANCES SCOLAIRES en 0,22/02/2022,05:00 PM,,06:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,08:30 AM,,10:00 AM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,10:30 AM,,12:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,12:00 PM,,01:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,01:30 PM,,03:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,03:15 PM,,04:45 PM,FALSE,0,
VACANCES SCOLAIRES en 0,23/02/2022,05:00 PM,,06:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,08:30 AM,,10:00 AM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,10:30 AM,,12:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,12:00 PM,,01:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,01:30 PM,,03:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,03:15 PM,,04:45 PM,FALSE,0,
VACANCES SCOLAIRES en 0,24/02/2022,05:00 PM,,06:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,08:30 AM,,10:00 AM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,10:30 AM,,12:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,12:00 PM,,01:30 PM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,01:30 PM,,03:00 PM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,03:15 PM,,04:45 PM,FALSE,0,
VACANCES SCOLAIRES en 0,25/02/2022,05:00 PM,,06:30 PM,FALSE,0,
BIG DATA TP en 107,28/02/2022,08:30 AM,,10:00 AM,FALSE,107,
BIG DATA TP en 107,28/02/2022,10:30 AM,,12:00 PM,FALSE,107,
ANGLAIS (S2) TD en 303,28/02/2022,01:30 PM,,03:00 PM,FALSE,303,
MINING C en 102,01/03/2022,08:30 AM,,10:00 AM,FALSE,102,
LANGUE 2 (S2) TD en 103 107 110 112 303 304 305 306 307 308,01/03/2022,10:30 AM,,12:00 PM,FALSE,103 107 110 112 303 304 305 306 307 308,
BI C en 309,01/03/2022,01:30 PM,,03:00 PM,FALSE,309,
BI C en 309,01/03/2022,03:15 PM,,04:45 PM,FALSE,309,
BI EI en 102,02/03/2022,08:30 AM,,10:00 AM,FALSE,102,
NoSQL TP en 103,02/03/2022,10:30 AM,,12:00 PM,FALSE,103,
MINING TD en 203,02/03/2022,01:30 PM,,03:00 PM,FALSE,203,
BIG DATA TP en 107,02/03/2022,03:15 PM,,04:45 PM,FALSE,107,
PROJET en 219 302,03/03/2022,08:30 AM,,10:00 AM,FALSE,219 302,
PROJET en 219 302,03/03/2022,10:30 AM,,12:00 PM,FALSE,219 302,
PROJET en 203 219,03/03/2022,01:30 PM,,03:00 PM,FALSE,203 219,
PROJET en 203 219,03/03/2022,03:15 PM,,04:45 PM,FALSE,203 219,
NoSQL TP en 105,04/03/2022,08:30 AM,,10:00 AM,FALSE,105,
