Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
BIG DATA TP en 103,04/03/2022,10:30 AM,,12:00 PM,FALSE,103,
BDE en 0,04/03/2022,01:30 PM,,03:00 PM,FALSE,0,
BDE en 0,04/03/2022,03:15 PM,,04:45 PM,FALSE,0,
MINING C en 309,07/03/2022,08:30 AM,,10:00 AM,FALSE,309,
BIG DATA TP en 103,07/03/2022,10:30 AM,,12:00 PM,FALSE,103,
MINING TD en 307,07/03/2022,01:30 PM,,03:00 PM,FALSE,307,
ANGLAIS (S2) TD en 303,07/03/2022,03:15 PM,,04:45 PM,FALSE,303,
LANGUE 2 (S2) TD en 013 103 110 112 303 304 305 306 307 308,08/03/2022,10:30 AM,,12:00 PM,FALSE,013 103 110 112 303 304 305 306 307 308,
PROJET en 219 302,08/03/2022,01:30 PM,,03:00 PM,FALSE,219 302,
PROJET en 219 302,08/03/2022,03:15 PM,,04:45 PM,FALSE,219 302,
BI TP en 303,09/03/2022,08:30 AM,,10:00 AM,FALSE,303,
BI TP en 303,09/03/2022,10:30 AM,,12:00 PM,FALSE,303,
BIG DATA TP en 107,10/03/2022,08:30 AM,,10:00 AM,FALSE,107,
BIG DATA TP en 107,10/03/2022,10:30 AM,,12:00 PM,FALSE,107,
Atelier Rapport Stage I2 en 306,10/03/2022,01:30 PM,,03:00 PM,FALSE,306,
NoSQL EI en 104 105,11/03/2022,10:30 AM,,12:00 PM,FALSE,104 105,
PROJET en 219 302,11/03/2022,01:30 PM,,03:00 PM,FALSE,219 302,
PROJET en 219 302,11/03/2022,03:15 PM,,04:45 PM,FALSE,219 302,
MINING C en 102,14/03/2022,08:30 AM,,10:00 AM,FALSE,102,
MINING TD en 306,14/03/2022,10:30 AM,,12:00 PM,FALSE,306,
MINING TP en 308,14/03/2022,01:30 PM,,03:00 PM,FALSE,308,
MINING TP en 308,14/03/2022,03:15 PM,,04:45 PM,FALSE,308,
ANGLAIS (S2) TD en 305,15/03/2022,08:30 AM,,10:00 AM,FALSE,305,
LANGUE 2 (S2) TD en 103 107 110 112 303 304 305 306 307 308,15/03/2022,10:30 AM,,12:00 PM,FALSE,103 107 110 112 303 304 305 306 307 308,
Action internationale en Teams,15/03/2022,03:15 PM,,04:45 PM,FALSE,Teams,
Réunion délégués en Teams,15/03/2022,05:00 PM,,06:30 PM,FALSE,Teams,
BIG DATA DS en 301,16/03/2022,08:30 AM,,10:00 AM,FALSE,301,
OUTILS ALGO DSM en 104 105 206 207,16/03/2022,10:30 AM,,12:00 PM,FALSE,104 105 206 207,
PROJET en 107 219,16/03/2022,01:30 PM,,03:00 PM,FALSE,107 219,
PROJET en 107 219,16/03/2022,03:15 PM,,04:45 PM,FALSE,107 219,
PROJET en 219 302,17/03/2022,08:30 AM,,10:00 AM,FALSE,219 302,
PROJET en 219 302,17/03/2022,10:30 AM,,12:00 PM,FALSE,219 302,
Atelier Rapport Stage I2 en 306,17/03/2022,01:30 PM,,03:00 PM,FALSE,306,
BIG DATA Projet LS en 302,18/03/2022,08:30 AM,,10:00 AM,FALSE,302,
BIG DATA Projet LS en 302,18/03/2022,10:30 AM,,12:00 PM,FALSE,302,
BI TP en 203,18/03/2022,01:30 PM,,03:00 PM,FALSE,203,
BI TP en 203,18/03/2022,03:15 PM,,04:45 PM,FALSE,203,
